"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q_RecaptchaScore","consent_q","attn_1","attn_2","AIPresent_Capability_1","AIPresent_Trust_1","AIPresent_Why","SelfPresent_Capabili_1","SelfPresent_Trust_1","SelfPresent_Why","AIAbsent_Capability_1","AIAbsent_Trust_1","AIAbsent_Why","SelfAbsent_Capabilit_1","SelfAbsent_Trust_1","Absent_Why","AIAdjacent_Capabilit_1","AIAdjacent_Trust_1","AIAdjacent_Why","SelfAdjacent_Capabil_1","SelfAdjacent_Trust_1","SelfAdjacent_Why","AIBaseline_Capabilit_1","AIBaseline_Trust_1","AIBaseline_Why1","SelfBaseline_Capabil_1","SelfBaseline_Trust_1","SelfBaseline_Why","comp_images","AI_Familiarity_1","Visual_Familiarity_1","gender","gender_5_TEXT","age","education","education_8_TEXT","income","FL_7_DO"
"2024-12-13 11:41:46","2024-12-13 11:45:37","0","100","230","1","2024-12-13 11:45:37","R_3oQLUPtV5KvSfsc","anonymous","EN","1","1","1","2","100","100","It is very easy to see an armed intruder is looking into the window while all dressed in black and holding a gun, it is very obvious that this is an attempted break in.","","","","","","","","","","","","","","","","","","","","","","2","90","87","1","","64","3","","12","AI-BackgroundPresentCondition"
"2024-12-13 11:44:59","2024-12-13 11:45:37","0","100","38","1","2024-12-13 11:45:38","R_50MPXvRHaCH6H2m","anonymous","EN","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 11:43:44","2024-12-13 11:45:38","0","100","114","1","2024-12-13 11:45:39","R_1l2BN6rYp37SgMh","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","100","82","guy looking sketch wearing a typical burglar outfit and is looking through a window.","2","100","100","1","","30","5","","11","Self-BaselineCondition"
"2024-12-13 11:42:07","2024-12-13 11:45:43","0","100","215","1","2024-12-13 11:45:43","R_1gajhSMeelzFiet","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","90","50","A properly designed AI could deduce the robber looking through the window, based on the image quality. However, it's ability to come to that conclusion all depends on how well it's been developed.","","","","2","95","83","5","Agender","26","4","","13","AI-BaselineCondition"
"2024-12-13 11:42:05","2024-12-13 11:45:44","0","100","218","1","2024-12-13 11:45:44","R_3MrNWYdBv1CNjuY","anonymous","EN","1","1","1","2","","","","","","","","","","","","","19","23","I think that maybe the camera can detect the person and the camera, but I don't think it will be able to distinguish between a person standing next to a window and a person looking in a window.","","","","","","","","","","2","80","12","2","","37","4","","11","AI-BackgroundAdjacentCondition"
"2024-12-13 11:41:46","2024-12-13 11:45:47","0","100","241","1","2024-12-13 11:45:48","R_31BhuM6mresy15s","anonymous","EN","0.8999999761581421","1","1","2","","","","","","","","","","60","35","Based on the boxes overlapping, you may be able to tell a person is looking out of the window. You cannot accurately interpret behavior from the image though.","","","","","","","","","","","","","2","75","65","1","","36","3","","14","Self-BackgroundAbsentCondition"
"2024-12-13 11:42:54","2024-12-13 11:45:53","0","100","178","1","2024-12-13 11:45:53","R_6cMi0LZwOp0e8mJ","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","100","100","The image above clearly shows a person in a ski mask with a gun looking into a window.","2","100","86","2","","50","4","","10","Self-BaselineCondition"
"2024-12-13 11:41:59","2024-12-13 11:45:54","0","100","234","1","2024-12-13 11:45:54","R_7TLbCr9uRsom262","anonymous","EN","1","1","1","2","","","","","","","","","","15","17","The person could easily be facing away from the window. Unable to determine behavior based on available info.","","","","","","","","","","","","","2","79","51","1","","57","3","","12","Self-BackgroundAbsentCondition"
"2024-12-13 11:45:08","2024-12-13 11:45:56","0","100","47","1","2024-12-13 11:45:56","R_5hsVkUC58gwXG1t","anonymous","EN","1","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 11:43:24","2024-12-13 11:46:02","0","100","158","1","2024-12-13 11:46:03","R_7nVPG9sOIrCvCox","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","50","50","yea it seems like they want a.i. to be able to identify objects rather that just watch them ","","","","","","","2","50","50","1","","33","4","","10","Self-BackgroundAdjacentCondition"
"2024-12-13 11:43:25","2024-12-13 11:46:08","0","100","162","1","2024-12-13 11:46:08","R_1LLkDUhT4J6kOjc","anonymous","EN","1","1","1","2","","","","100","100","they are carrying a weapon and dressed so they cant be recognized.  i know what they are trying to do","","","","","","","","","","","","","","","","","","","2","33","0","2","","47","3","","12","Self-BackgroundPresentCondition"
"2024-12-13 11:45:04","2024-12-13 11:46:12","0","100","68","1","2024-12-13 11:46:13","R_3o9F1hofNr7OJeV","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","100","100","I don't need additional context to see that someone is looking in the window","2","82","84","2","","28","3","","16","Self-BaselineCondition"
"2024-12-13 11:41:29","2024-12-13 11:46:14","0","100","284","1","2024-12-13 11:46:15","R_3YyOYTrtjiIptKz","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","85","80","Based on my own experiences with AI, it can usually accurately depict what is happening. However, in the picture shown, I feel like the AI may not necessarily 'know' that the burglar is outside looking in, or it might think the window is actually empty space in between two pillars for example, among a possibilty of many other things.","","","","2","90","90","1","","37","4","","11","AI-BaselineCondition"
"2024-12-13 11:45:37","2024-12-13 11:46:17","0","100","39","1","2024-12-13 11:46:17","R_120nvbx8TRJUVix","anonymous","EN","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 11:43:44","2024-12-13 11:46:18","0","100","153","1","2024-12-13 11:46:18","R_3f2nFvZCWZxRGJn","anonymous","EN","1","1","1","2","30","59","I don't think it can tell what the person is doing.","","","","","","","","","","","","","","","","","","","","","","2","58","6","2","","44","4","","10","AI-BackgroundPresentCondition"
"2024-12-13 11:42:42","2024-12-13 11:46:18","0","100","215","1","2024-12-13 11:46:18","R_1BYlc4TGhwOoDZS","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","100","70","I can accurately tell WHAT he's doing but not necessarily WHY he's doing it. (He's dressed like a robber, but maybe this is his own house, etc)","","","","","","","2","70","10","2","","46","4","","10","Self-BackgroundAdjacentCondition"
"2024-12-13 11:40:49","2024-12-13 11:46:20","0","100","331","1","2024-12-13 11:46:20","R_5TmFSghWqzmhloI","anonymous","EN","1","1","1","2","100","85","I mean, it seems it can tell what is the person, what is the window and what is the wall. Can it accurately tell the person is looking int he window... I think there is a high chance it would figure that out.","","","","","","","","","","","","","","","","","","","","","","2","57","35","1","","50","1","","12","AI-BackgroundPresentCondition"
"2024-12-13 11:43:35","2024-12-13 11:46:22","0","100","167","1","2024-12-13 11:46:22","R_1LqhiSDSogkBiwV","anonymous","EN","1","1","1","2","97","30","I personally work with detection software and AI. That is exactly what the AI ""Sees"" but its accuracy depends on how the model was trained","","","","","","","","","","","","","","","","","","","","","","2","100","100","1","","27","1","","13","AI-BackgroundPresentCondition"
"2024-12-13 11:43:15","2024-12-13 11:46:29","0","100","193","1","2024-12-13 11:46:29","R_6fCwqd7YHOtSdbJ","anonymous","EN","1","1","1","2","91","92","The relationship between the position of the window and the position of the person seems fairly straightforward, and simply by assessing how close they are to each other the AI should be able to reach the right conclusion","","","","","","","","","","","","","","","","","","","","","","2","64","32","1","","52","6","","9","AI-BackgroundPresentCondition"
"2024-12-13 11:43:11","2024-12-13 11:46:31","0","100","200","1","2024-12-13 11:46:32","R_7HYwQwBydXGWyCT","anonymous","EN","1","1","1","2","92","70","While I believe the AI system can determine that someone is looking in the window, I'm less confident that the AI system can interpret the intent of the person's behavior.","","","","","","","","","","","","","","","","","","","","","","2","82","81","2","","50","4","","14","AI-BackgroundPresentCondition"
"2024-12-13 11:41:15","2024-12-13 11:46:35","0","100","320","1","2024-12-13 11:46:36","R_7Lds1TXRYHbio6r","anonymous","EN","1","1","1","2","65","25","I think the AI system can tell that the person is by the window and can predict it's so close to it that it could tell its looking into it. However I don't believe the AI system can know what the behavior of the person it's seeing is feeling. Perhaps if the system labeled the gun the person was holding, then the AI system could tell that the person was up to no good.","","","","","","","","","","","","","","","","","","","","","","2","85","20","1","","47","8","Associates Degree","13","AI-BackgroundPresentCondition"
"2024-12-13 11:42:52","2024-12-13 11:46:40","0","100","227","1","2024-12-13 11:46:40","R_1I3Qa8qH3wmfcnI","anonymous","EN","1","1","1","2","","","","","","","53","66","I just went with my gut based on the info presented. ","","","","","","","","","","","","","","","","2","97","94","1","","44","4","","12","AI-BackgroundAbsentCondition"
"2024-12-13 11:43:11","2024-12-13 11:46:40","0","100","208","1","2024-12-13 11:46:40","R_10Ux1q5gQlnxpTj","anonymous","EN","1","1","1","2","","","","","","","0","0","The image is very vague, it shows blocks of what is being represented but there is no way to tell which way the person is facing, whether they have sunglasses or on, whether their eyes are open or not. An assumptions made based on this image are purely hypothetical.","","","","","","","","","","","","","","","","2","10","0","1","","41","3","","15","AI-BackgroundAbsentCondition"
"2024-12-13 11:44:17","2024-12-13 11:46:40","0","100","143","1","2024-12-13 11:46:41","R_1IMcjnoNFVIVoQI","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","90","90","the person looks like a robber who is looking inside the window to see if there are people inside in attempt to break in","","","","","","","2","80","70","2","","30","4","","11","Self-BackgroundAdjacentCondition"
"2024-12-13 11:41:28","2024-12-13 11:46:43","0","100","314","1","2024-12-13 11:46:43","R_38GmTLQ6gRWtSWH","anonymous","EN","1","1","1","2","","","","","","","30","30","I don't think it can concretely say that a person is looking out the window. It can say that the person is near the window, but it is an assumption to say they are looking out the window.","","","","","","","","","","","","","","","","2","70","60","1","","38","3","","15","AI-BackgroundAbsentCondition"
"2024-12-13 11:45:13","2024-12-13 11:46:43","0","100","90","1","2024-12-13 11:46:44","R_3tlh2eB2if2Uwj5","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","100","100","it's clear to me what the man in the image is doing","","","","","","","2","67","51","1","","29","5","","10","Self-BackgroundAdjacentCondition"
"2024-12-13 11:41:25","2024-12-13 11:46:46","0","100","320","1","2024-12-13 11:46:47","R_6QPALtiEEdC7Ael","anonymous","EN","1","1","1","2","","","","","","","","","","","","","100","100","i strongly believe it can detect that a person is looking at the window and with this being said an interpretation as occured.","","","","","","","","","","2","79","57","1","","42","1","","15","AI-BackgroundAdjacentCondition"
"2024-12-13 11:44:15","2024-12-13 11:46:49","0","100","154","1","2024-12-13 11:46:50","R_1N2nk7o3HFxwk2i","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","97","85","It is objective to see him looking into window but more subjective to grade intent.","2","75","70","1","","25","4","","14","Self-BaselineCondition"
"2024-12-13 11:45:13","2024-12-13 11:46:50","0","100","96","1","2024-12-13 11:46:50","R_3G7YKfQhfWVAMvy","anonymous","EN","1","1","1","2","90","69","I think in this instance it's accurate, but I'd worry about it's judgement on bluerrier images","","","","","","","","","","","","","","","","","","","","","","2","69","53","2","","36","5","","11","AI-BackgroundPresentCondition"
"2024-12-13 11:42:00","2024-12-13 11:46:50","0","100","290","1","2024-12-13 11:46:51","R_3Ny1ZfY6vewqBBq","anonymous","EN","1","1","1","2","","","","100","100","The man is dressed in all black with a weapon and is looking in the window with the intent to harm. ","","","","","","","","","","","","","","","","","","","2","80","70","2","","38","4","","10","Self-BackgroundPresentCondition"
"2024-12-13 11:43:31","2024-12-13 11:46:53","0","100","202","1","2024-12-13 11:46:54","R_6HLJHPBSw2jf3xx","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","100","100","I can see it's a robber looking through a window based on the mask and gun.","2","70","0","2","","26","4","","14","Self-BaselineCondition"
